Method,"X(mean 100, var 10)","Y(mean 110, var 15)","X(mean = 1, var =2)","Y (mean = 3, var = 1.4)","X(mean = 0.54, var = 0.019)","Y(mean = 0.7, var = 0.016)"
Independent,97.30771949,110.6378327,1.638051457,4.09069036,0.875535317,0.867498315
Independent,104.7095449,111.0110529,0.331903915,3.947402366,0.170375676,0.615563252
Independent,100.7492244,108.2823293,-0.97498921,2.274917509,0.567293745,0.743781526
Independent,98.39511043,115.5335764,2.641307674,3.904417702,0.518178496,0.523568225
Independent,103.9923113,115.1700346,3.220358873,3.962250291,0.260782458,0.64008841
Independent,93.90949366,111.2815654,0.786423592,2.452973561,0.490344131,0.493949173
Independent,101.8148568,109.4026761,2.618878938,4.787585389,0.839258019,0.534168074
Independent,103.9796095,107.7402128,0.286800495,0.848180116,0.466453692,0.842620217
Independent,93.81314035,110.2795162,3.537644889,2.551696684,0.635994083,0.747087184
Independent,100.3051697,109.0272738,1.825526649,1.89593335,0.578299356,0.83818844
Independent,98.45655294,118.0006653,1.545417648,3.020694049,0.667681339,0.83852068
Independent,101.6868727,109.2299021,-0.965681803,2.756621316,0.535498412,0.772788904
Independent,100.317781,114.4229309,0.364725314,2.460323738,0.728668997,0.733237361
Independent,103.7471768,115.7348313,1.949531474,2.125882858,0.338955286,0.52859455
Independent,104.6597579,108.3658283,0.919285875,4.370834419,0.672143082,0.868944103
Independent,101.6238524,108.1554627,-0.562368182,5.22472561,0.467920603,0.646843637
Independent,96.94731976,111.5175225,0.556236912,1.742819737,0.709764791,0.66065068
Independent,99.38294245,103.7387613,1.051692849,3.788930803,0.368770486,0.613922672
Independent,100.960377,109.2893326,1.158154654,2.184572374,0.249845711,0.788359825
Independent,101.4902146,109.1388754,0.372830892,0.006737763,0.547185957,0.803024185
Independent,99.04654629,102.7502617,-0.44093178,5.226162518,0.469135334,0.671688966
Independent,100.1436384,113.0933259,1.656128723,3.654803362,0.29284915,0.892828636
Independent,101.6709545,106.1224213,0.648864651,1.788032551,0.732755162,0.716631182
Independent,97.73454063,114.8907,0.584660985,3.418202757,0.524116001,0.718279262
Independent,98.82245129,114.1593604,2.504606297,3.778488659,0.782476732,0.683208219
Independent,102.8192663,109.0460222,1.63907972,1.317781346,0.42320521,0.641569035
Independent,101.6746443,111.4428848,0.235202566,2.207620715,0.583136877,0.648769207
Independent,97.98425871,104.2497333,0.206905813,4.323998148,0.508052872,0.62166798
Independent,98.57406886,113.7403375,3.693337089,3.258953935,0.740127027,0.852372
Independent,104.6361113,116.4248173,0.932804383,2.777445533,0.59688951,0.909314129
Independent,102.7421121,112.1194167,1.969262322,3.054387038,0.621796192,0.766130724
Independent,95.80016767,108.4545129,-0.084212646,1.965836135,0.789410161,0.81770337
Independent,97.82283418,116.7759065,1.74261991,3.548283731,0.52067424,0.942025749
Independent,98.55895985,116.5268903,2.018612746,1.817288705,0.428767842,0.868824553
Independent,98.30360768,115.0829925,-0.051724204,1.947487097,0.793212052,0.818408461
Independent,96.41434491,111.1416133,0.849635021,2.401808561,0.789593994,0.623668623
Independent,106.8404493,112.1739154,1.271918936,4.850867368,0.614911863,0.739265161
Independent,96.47466577,103.8653725,2.202652908,2.884538007,0.544477689,0.344506905
Independent,101.0308904,108.8806091,1.362670249,3.360458612,0.562342266,0.608213209
Independent,100.7372332,104.0173213,-0.022278998,4.595494612,0.785734082,0.75023335
Independent,99.994549,108.4786426,1.452717608,1.59655613,0.754836755,0.78077198
Independent,100.6540961,99.47663622,0.40352427,1.751015324,0.396563338,0.713771149
Independent,101.2131954,114.1559771,0.317346096,2.314691076,0.593528737,0.690552805
Independent,101.7135027,100.5553051,2.818904032,2.501171736,0.4730646,0.59739657
Independent,95.98843909,110.5860591,0.080655475,4.765819719,0.376512748,0.823174218
Independent,100.2631352,110.5653755,-0.179977031,2.819856049,0.622455256,0.825129896
Independent,100.1893479,106.3112461,1.43306192,4.201858946,0.410953856,0.864335144
Independent,99.50749206,101.9431374,1.537718079,2.040499912,0.348046605,0.695732251
Independent,98.4603893,109.4717363,-0.014057795,2.306362287,0.6042079,0.828022291
Independent,103.2333722,117.3238008,0.050849986,4.750128696,0.645919944,0.64978887
Independent,98.77640256,109.3163203,0.649587889,3.409140986,0.378185515,0.622325618
Independent,98.49934778,107.2281694,-0.86336302,3.719320741,0.485018536,0.714438816
Independent,103.1250644,112.6477693,1.966110939,3.998126121,0.661962731,0.751061317
Independent,100.6067692,109.7645412,1.293510662,2.279839389,0.638402842,0.910254289
Independent,101.144697,114.8546796,0.377630619,2.820672837,0.385619754,0.885365408
Independent,98.04857836,113.2795861,2.448427277,1.544625428,0.522020009,0.781493695
Independent,98.90096254,107.8747943,1.789902792,3.027752596,0.452568291,0.752940208
Independent,98.40254537,111.2300495,-0.50020636,4.133781032,0.633946638,0.530065405
Independent,100.4845571,112.9290136,1.089615346,4.20774944,0.487466894,0.634325701
Independent,96.70941011,106.2839524,0.244739032,3.325938685,0.264883753,0.658963471
Independent,102.1250613,114.6887206,-0.451592756,2.251998993,0.528138043,0.875434372
Independent,102.8823845,103.5281098,3.839875219,2.766679605,0.461610016,0.655028973
Independent,102.0820388,104.3551528,2.178357473,3.989111678,0.526457603,0.786611328
Independent,97.86892356,108.9582194,-0.142939586,3.615661588,0.547702508,0.657361072
Independent,96.40921159,105.5592946,1.132209871,2.686739733,0.611672283,0.754824372
Independent,100.9717875,109.4315858,0.178189106,2.395892536,0.550759795,0.703439869
Independent,101.1797298,115.0976214,2.533079599,4.383876531,0.802465507,0.686669624
Independent,101.2164136,106.1664628,-0.833668141,2.544122177,0.471789541,0.412011517
Independent,99.45406443,111.3587901,1.323787304,1.767805879,0.411183663,0.485826501
Independent,98.63101361,109.9677609,2.306960548,1.357895442,0.801899999,0.472676901
Independent,93.86453029,109.4615209,1.60267066,4.606633213,0.248933038,0.792133681
Independent,96.02589407,108.3246889,2.639918991,0.650953655,0.697015273,0.733479207
Independent,99.43399041,105.14262,-0.377571236,2.334750149,0.765592758,0.765618453
Independent,99.66010982,113.7166648,1.81417425,0.874464869,0.567708312,0.777553118
Independent,98.74971583,110.1803868,0.695544805,5.221581879,0.553635223,0.648580667
Independent,100.7934857,109.4768449,3.239237133,3.398320793,0.637078512,0.802974563
Independent,104.3048086,103.9500978,1.417743817,4.591868394,0.639686894,0.694889861
Independent,104.2231838,103.9697415,1.823309745,3.115518291,0.761297327,0.858545476
Independent,99.59394511,111.5905545,-1.929446556,1.563309817,0.577935785,0.661393796
Independent,99.17315075,111.7472707,1.068183058,3.130475363,0.522398729,0.859991545
Independent,98.55720746,108.3393652,0.01018167,5.044566014,0.350039853,0.851448847
Independent,96.74853985,110.7269668,2.875098351,2.9233006,0.554168496,0.685967097
Independent,98.51996565,109.9226006,1.730962965,2.680530372,0.637224421,0.676999924
Independent,98.57937438,110.2484773,0.102575878,3.028592913,0.578254322,0.714564941
Independent,94.35858379,107.952238,2.402849542,2.191934902,0.581413346,0.482224944
Independent,100.5123219,112.455562,-1.702431013,0.906210059,0.517608736,0.527982869
Independent,99.01623591,111.7284815,2.573553938,3.197983041,0.455910526,0.372237708
Independent,98.5203225,111.4358967,1.100874354,5.537786999,0.524006956,0.748359711
Independent,97.34970984,112.9065923,1.185302272,3.57524349,0.602856506,0.549630079
Independent,100.1651361,110.0957369,1.532989226,2.802582195,0.567280198,0.590307521
Independent,102.1017273,113.4310101,-0.022183137,2.326548653,0.629572972,0.82261365
Independent,98.6008476,106.7780427,0.922795515,3.459540279,0.630055973,0.596265894
Independent,101.7470769,105.238422,-1.128071687,2.606216627,0.763181488,0.715124311
Independent,100.8467156,112.9238432,1.182528245,2.366126205,0.551870288,0.779629017
Independent,99.58139277,109.1410609,0.434260727,2.237826339,0.613985792,0.503116418
Independent,97.1287722,111.8758908,1.715557527,4.919559241,0.33737381,0.566117035
Independent,102.1897078,113.3419652,-1.699615422,2.710009943,0.685362045,0.663555501
Independent,102.5169593,104.9682003,-1.247643092,4.094214009,0.502089371,0.564176757
Independent,98.20149128,107.752344,2.124970248,0.644986858,0.506068575,0.738178824
Independent,103.2575449,104.2174849,3.767210339,2.894566326,0.60221078,0.882076511
Independent,101.0839215,109.9082288,-1.114777934,4.075094301,0.48932797,0.591136393
Independent,102.5257538,111.7338207,0.978558173,1.64985826,0.660900856,0.560665087
Independent,102.8629162,105.9629524,2.989527042,2.429235365,0.582546014,0.620072716
Independent,96.51947677,112.5268984,-0.227170789,2.227183241,0.668273709,0.590148009
Independent,100.988387,105.1986465,2.30694743,3.135763823,0.344030028,0.810364991
Independent,97.92036746,105.4040813,0.036237058,3.515111893,0.737931431,0.609352992
Independent,97.39012971,113.2315253,0.970198921,4.198801977,0.485671719,0.789899263
Independent,92.75659828,112.6677734,1.579360774,2.446187901,0.520685139,0.488514699
Independent,102.5214964,106.3432288,3.24954286,1.585562752,0.731648866,0.664390022
Independent,101.2081379,108.3597373,0.136809135,3.096396613,0.631598644,0.889433894
Independent,101.8736708,111.6005972,0.639775999,2.1119899,0.741803302,0.71281639
Independent,99.5740501,110.8270178,-0.867998934,1.957641229,0.652090785,0.712809187
Independent,99.5955637,114.164117,-1.022255451,2.371099036,0.510954462,0.456079438
Independent,101.5334143,109.4808822,0.031143127,2.964198062,0.429909624,0.577615077
Independent,104.5919796,114.1834097,1.447758859,2.596751988,0.70334953,0.697093004
Independent,101.6268516,112.2376869,1.344926518,4.387372738,0.312863713,0.355971867
Independent,102.8500233,113.0273643,0.848391528,0.977270371,0.343369685,0.562257512
Independent,108.7810176,114.0934545,0.364372483,2.489806469,0.399308722,0.647505607
Independent,99.20995416,109.4097021,0.338933038,5.244844986,0.687880838,0.548139433
Independent,99.43782538,104.7418343,2.546786608,2.2048687,0.840067487,0.714574106
Independent,102.7750308,106.8373693,0.587115736,2.726803886,0.193213719,0.699274216
Independent,98.94551017,109.5226612,0.214126996,3.674503324,0.372394708,0.720680547
Independent,101.8635293,112.5931704,-0.565816099,3.828115494,0.50221308,0.754752358
Independent,99.13068043,108.2363236,0.26153916,3.99626647,0.870477165,0.792127278
Independent,93.75446729,110.1457813,-0.49306856,4.089445949,0.750326468,0.718392889
Independent,101.6167212,110.5183286,1.754119699,3.844327253,0.331851329,0.488479944
Independent,91.18254949,101.3771597,-3.071866213,3.318417196,0.672090039,0.539049845
Independent,101.0476456,108.7002755,2.008114436,3.498694916,0.311062779,0.812235867
Independent,101.1797733,114.3700445,2.472231506,5.390265646,0.56637378,0.797673431
Independent,98.54501388,108.4136416,1.621476849,3.340152016,0.406671791,0.892368283
Independent,99.53196613,118.9234207,5.01844086,2.839225812,0.40152018,0.784078544
Independent,99.47441255,105.0141169,2.350810978,4.41914818,0.321307878,0.866326629
Independent,100.1111825,116.3142521,-0.117095618,2.98880584,0.391783441,0.573496886
Independent,96.33314491,115.8520221,0.297427982,2.99467056,0.555496889,0.601776833
Independent,104.722411,108.1489521,0.366068665,3.899094877,0.407096992,0.774163252
Independent,106.2857411,112.4305092,-0.316239587,4.122776379,0.666099028,0.638343519
Independent,100.6089437,105.3984294,1.028428068,1.852716363,0.641668844,0.661341339
Independent,104.1688342,115.06247,0.987566234,3.143703369,0.689880549,0.731408727
Independent,114.0833436,104.0657035,2.283873218,4.823854867,0.322538806,0.854138075
Independent,97.67059601,111.8642635,0.407988938,3.44517785,0.643828036,0.913261522
Independent,93.15807668,108.9666341,-0.391796247,1.529082824,0.539656275,0.704252219
Independent,102.4839804,108.4017717,-2.325557468,2.588095604,0.765831152,0.8425741
Independent,98.28748657,106.0141463,-0.133852788,4.389915788,0.579615456,0.696543376
Independent,102.5011832,110.384652,-1.18270499,3.930329751,0.602796385,0.690103316
Independent,98.2084514,109.565269,1.057437913,3.066817447,0.536221103,0.701581502
Independent,100.8629321,116.5938302,-0.213257109,3.003906079,0.486359058,0.728911066
Independent,96.94422711,112.209051,0.846749186,4.104681947,0.756516008,0.932154009
Independent,101.1244692,106.5098803,0.104029752,3.142723782,0.436213487,0.554987401
Independent,101.7059373,112.8000329,1.013188781,3.282456695,0.438758085,0.505578663
Independent,102.7875934,112.2062485,-0.546873286,3.392086915,0.635854824,0.812914004
Independent,102.3635134,114.4875294,2.838762513,2.812982669,0.487772136,0.892391964
Independent,99.25797774,105.2885771,0.999180025,4.095463161,0.599390391,0.717784869
Independent,99.27426422,112.7571144,0.865624106,3.028159283,0.709858984,0.796113658
Independent,96.33289847,111.1880683,2.657304788,3.790299726,0.23966681,0.541552063
Independent,101.907221,110.1438057,0.554214456,2.121083166,0.30784893,0.590870059
Independent,104.2177685,102.2910328,1.452754864,5.680631616,0.363770106,0.902408976
Independent,97.15462314,109.5741549,-0.887830934,2.921094163,0.624443901,0.643401529
Independent,103.4382503,102.319781,0.022425969,5.086440029,0.676229428,0.867082811
Independent,107.622534,106.867489,-1.101901723,3.516401318,0.646974222,0.755970608
Independent,96.79559446,112.5659114,4.554737096,2.452312624,0.622463221,0.774358739
Independent,99.36670241,112.2891275,-0.006028422,4.094111458,0.545793859,0.531190595
Independent,97.09660426,112.4072356,0.1073893,5.117094976,0.793551672,0.601341022
Independent,94.16004024,112.2045745,0.979834504,3.506428316,0.434504839,0.770633171
Independent,103.0614248,113.6202397,2.298380516,1.097104645,0.487935057,0.670413407
Independent,95.36567384,111.8422189,2.892374246,4.209173474,0.775448709,0.426531362
Independent,97.02898084,109.7355798,-0.247268214,2.104374263,0.562787352,0.361971638
Independent,96.99806619,116.3878065,-0.166735144,3.661814068,0.428171538,0.513475419
Independent,99.04476048,111.2898917,1.115366166,1.935097466,0.442367329,0.790301035
Independent,95.86273492,107.1942872,0.980855262,2.57741823,0.363347056,0.690844648
Independent,101.2557819,112.0767853,2.313789177,2.32678336,0.712184098,0.616269594
Independent,97.81408251,108.8759609,1.218671614,3.480886732,0.396463913,0.86451842
Independent,102.3089526,105.3744797,2.987497405,1.287592177,0.766980293,0.845165017
Independent,98.12476362,107.5243023,0.02955612,4.018472266,0.372131407,0.763535415
Independent,102.5839788,115.5293659,0.413387153,2.816009673,0.483699314,0.763353958
Independent,103.2622239,114.0553819,0.667757977,1.147454688,0.614825902,0.524398544
Independent,103.4707931,108.6141704,-0.996763149,3.341314459,0.623208792,0.727467313
Independent,99.96946308,114.4013416,0.045787161,4.253230504,0.479933178,0.780841305
Independent,104.9629642,111.7498032,0.073563878,2.304804354,0.636462829,0.827408147
Independent,97.31016669,105.9342783,-0.797130246,5.09101106,0.459372864,0.841173851
Independent,97.30912857,109.4886016,-0.3849078,3.09700083,0.615077565,0.78374122
Independent,99.47459146,107.6378642,0.360009594,3.733259207,0.663905333,0.652014372
Independent,96.92935274,114.1347408,1.731734987,2.174990203,0.510797458,0.824389838
Independent,101.0664719,112.9997713,2.916452465,2.886020702,0.4657334,0.709798519
Independent,106.5964951,110.3173639,2.930429743,2.291975438,0.272646131,0.646216397
Independent,99.43830336,107.4239083,2.106339543,2.778366713,0.569267089,0.696174802
Independent,98.83602138,107.3228989,1.754401821,1.841045245,0.721240642,0.7828375
Independent,96.54837921,108.4536617,-1.059339336,4.753270407,0.79617005,0.840143536
Independent,91.45089959,107.6733294,1.634781993,1.968576266,0.305135216,0.687099257
Independent,94.97385549,107.4226678,0.517056126,3.357274318,0.665028678,0.480372798
Independent,97.26501874,111.5626585,1.73098189,2.587412696,0.674872304,0.624806672
Independent,102.0630737,103.8198434,2.093150217,3.005171592,0.399514807,0.728432764
Independent,100.6299435,111.6200628,0.144399017,4.545309231,0.763305866,0.708651368
Independent,104.5174305,112.9270388,1.026650404,5.040863001,0.634855899,0.706409874
